Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
760      0.38          1.216189871128187e-05    0.011111543551822327    6.554230464708729
762      0.381          1.2347332328787013e-05    0.011123798167342363    6.561458945072425
764      0.382          1.2534610054372145e-05    0.01113623913853394    6.568797348779714
766      0.383          1.2722625762468167e-05    0.011148867756442362    6.576246437363718
768      0.384          1.2910321272266618e-05    0.01116168422995973    6.5838063340410695
770      0.385          1.3096772941537597e-05    0.011174687777066632    6.59147657753153
772      0.386          1.3281205327156772e-05    0.011187876766200979    6.5992562054455
774      0.387          1.3462956738360227e-05    0.011201248847233737    6.607143831541074
776      0.388          1.364148591295612e-05    0.011214801068559394    6.615137714790763
778      0.389          1.381639621071939e-05    0.011228530009621233    6.623235837552558
780      0.39          1.3987487309559206e-05    0.011242431951381372    6.631436006123014
782      0.391          1.4154847487463911e-05    0.011256503118779883    6.639735993753645
784      0.392          1.4318812246348078e-05    0.01127073994864679    6.6481336986809
786      0.393          1.4479744268206252e-05    0.011285139226904068    6.656627225055838
788      0.394          1.4637833046276416e-05    0.01129969801556131    6.665214839881943
790      0.395          1.4793093414806054e-05    0.011314413478791849    6.673894870424783
792      0.396          1.4945484315088173e-05    0.011329282767656797    6.682665636215573
794      0.397          1.5095018462880737e-05    0.011344303019045782    6.691525448426373
796      0.398          1.5241844635286275e-05    0.011359471450594865    6.700472665858152
798      0.399          1.5386310302237113e-05    0.011374785528063626    6.709505793669473
800      0.4          1.552901309027425e-05    0.011390243189759881    6.718623615755148
802      0.401          1.5670804954657367e-05    0.011405843098782347    6.727825343533552
804      0.402          1.5812747878704167e-05    0.011421584875199028    6.737110752898834
806      0.403          1.595605051996972e-05    0.011437469274398364    6.746480289422751
808      0.404          1.6101953045491853e-05    0.011453498276181095    6.755935120906178
810      0.405          1.625144418842383e-05    0.011469674974798054    6.765477072517059
812      0.406          1.6405081328872317e-05    0.011486003237556702    6.775108425416805
814      0.407          1.6563203912108035e-05    0.011502487380177192    6.784831725266546
816      0.408          1.6726238099368637e-05    0.011519132101182931    6.7946497435268896
818      0.409          1.689473932871759e-05    0.011535942589896974    6.804565541160437
820      0.41          1.7069174923877916e-05    0.011552924547023271    6.814582480771793
822      0.411          1.7249692985684384e-05    0.011570083980978052    6.824704106472044
824      0.412          1.743594332566884e-05    0.01158742679913373    6.8349339027707945
826      0.413          1.7626993640092837e-05    0.01160495826761661    6.845274975933643
828      0.414          1.782136620340105e-05    0.011622682447538356    6.855729721438919
830      0.415          1.8017165514511697e-05    0.011640601713397314    6.866299539902955
832      0.416          1.8212245303791444e-05    0.011658716418806465    6.876984639907122
834      0.417          1.8404366136551787e-05    0.011677024724526638    6.887783936561878
836      0.418          1.8591340230250777e-05    0.01169552257771004    6.898695039263399
838      0.419          1.8771165173076348e-05    0.011714203830411702    6.9097143215984875
840      0.42          1.894218423861312e-05    0.011733060505117547    6.92083707796836
842      0.421          1.9103204649150443e-05    0.01175208319956143    6.932057762373138
844      0.422          1.9253476509067444e-05    0.011771261540140538    6.943370255862446
846      0.423          1.9392658420726615e-05    0.011790584607605435    6.954768117632
848      0.424          1.9520838726294765e-05    0.011810041356178944    6.966244832244144
850      0.425          1.9638509868491063e-05    0.011829621030476339    6.977794055551468
852      0.426          1.974648883978502e-05    0.011849313529830477    6.989409829596829
854      0.427          1.9845796772255904e-05    0.011869109672636498    7.0010867385391204
856      0.428          1.9937402613424454e-05    0.011889001272329336    7.012819953469211
858      0.429          2.0021933225047173e-05    0.011908980940248573    7.024605116128233
860      0.43          2.009954490120033e-05    0.011929041679311697    7.036438099232595
862      0.431          2.0170069472527664e-05    0.01194917648649856    7.048314771996348
864      0.432          2.0233310387336056e-05    0.011969378176428491    7.060230896066764
866      0.433          2.0289260768256504e-05    0.011989639462006287    7.072182173094012
868      0.434          2.0338181936311866e-05    0.012009953183358572    7.084164379771041
870      0.435          2.0380606193814687e-05    0.012030312577423635    7.096173526853254
872      0.436          2.0417397529395047e-05    0.01205071157928524    7.108206036902594
874      0.437          2.0449757391271855e-05    0.012071145156745573    7.1202589416380055
876      0.438          2.047905586807471e-05    0.012091609563375247    7.1323300311989515
878      0.439          2.0506549383076954e-05    0.012112102366000823    7.144417870359137
880      0.44          2.0533219893047426e-05    0.012132622250638884    7.156521684055211
882      0.441          2.055974801185546e-05    0.012153168734591336    7.16864118756395
884      0.442          2.0586468191916777e-05    0.012173741842693223    7.180776395534495
886      0.443          2.0613330484168766e-05    0.012194341742031264    7.192927406524249
888      0.444          2.0639923188648964e-05    0.012214968368867674    7.205094182936983
890      0.445          2.066557751653845e-05    0.012235621119220268    7.217276368509103
892      0.446          2.0689513050951957e-05    0.012256298664504013    7.229473179564386
894      0.447          2.071100352683971e-05    0.012276998922792909    7.2416833880625715
896      0.448          2.072948962123281e-05    0.012297719169366946    7.253905386806352
898      0.449          2.0744686108326308e-05    0.012318456257231726    7.266137319516581
900      0.45          2.0756649662112354e-05    0.012339206925116945    7.278377262507584
902      0.451          2.0765776989905408e-05    0.012359968138442954    7.290623425808932
904      0.452          2.077273046234927e-05    0.012380737392169081    7.30287433180288
906      0.453          2.0778310980171007e-05    0.012401512912890341    7.315128934432697
908      0.454          2.0783345772511864e-05    0.012422293741266683    7.327386667824181
910      0.455          2.078860769138503e-05    0.012443079717998632    7.339647438013299
912      0.456          2.0794769922331413e-05    0.01246387140680549    7.351911577514268
914      0.457          2.0802354844893498e-05    0.0124846699691891    7.364179771447995
916      0.458          2.0811645562124612e-05    0.012505476969392611    7.376452942495476
918      0.459          2.082259349752179e-05    0.012526294088922434    7.388732082506358
920      0.46          2.0834799539838915e-05    0.012547122785441114    7.401018051294242
922      0.461          2.084757652362855e-05    0.012567963973472849    7.413311388298346
924      0.462          2.086004700736459e-05    0.012588817785238345    7.42561217151008
926      0.463          2.087119602820903e-05    0.012609683406756132    7.437919920796141
928      0.464          2.0879872961009453e-05    0.01263055894125074    7.450233517328749
930      0.465          2.0884774806572324e-05    0.012651441265134532    7.462551118635419
932      0.466          2.088446648024159e-05    0.012672325885777939    7.47487007470363
934      0.467          2.0877493525654284e-05    0.012693206865780886    7.487186883311723
936      0.468          2.0862548372265004e-05    0.012714076886729847    7.4994972276365095
938      0.469          2.0838566286543383e-05    0.012734927444059251    7.51179609119378
940      0.47          2.0804679922010393e-05    0.012755749067163527    7.524077887673113
942      0.471          2.076020779456396e-05    0.012776531511021814    7.536336573969199
944      0.472          2.070471313811616e-05    0.012797263971488155    7.548565777172436
946      0.473          2.0638049518648965e-05    0.012817935352816537    7.560758952370662
948      0.474          2.0560440012342093e-05    0.012838534597582033    7.572909577255706
950      0.475          2.047237548483111e-05    0.01285905100533062    7.585011340081458
952      0.476          2.0374280336639385e-05    0.012879474333241355    7.597058199040249
954      0.477          2.0266317072297385e-05    0.012899794631945823    7.609044285419667
956      0.478          2.0148467011272157e-05    0.012920002023987609    7.620963772925151
958      0.479          2.0020669328653918e-05    0.012940086592157571    7.632810811813686
960      0.48          1.9882843584393383e-05    0.012960038348614094    7.644579510679141
962      0.481          1.9734762555931934e-05    0.012979847151684258    7.656263887376796
964      0.482          1.9575959265969706e-05    0.012999502512595209    7.667857755022329
966      0.483          1.9405978790164788e-05    0.013018993481623276    7.679354654835991
968      0.484          1.92247328594466e-05    0.013038308837448082    7.690747967834604
970      0.485          1.9032533235840347e-05    0.013057437470495724    7.702031140949516
972      0.486          1.8830059208099365e-05    0.013076368766717694    7.713197913401586
974      0.487          1.8618438542048152e-05    0.013095093015592769    7.724242557364275
976      0.488          1.839918951392007e-05    0.013113601829620753    7.735160125405301
978      0.489          1.8173918036679652e-05    0.013131888383396052    7.74594659150604
980      0.49          1.7944041646161674e-05    0.013149947363237473    7.756598821350271
982      0.491          1.7710827529308616e-05    0.013167774797825209    7.767114472424092
